Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HW302427,0000X S LEAMINGTON AVE,GAME/DICE,OTHER,True,2013,41.880,-87.754
HH727451,101XX S NORMAL AVE,GAME/DICE,STREET,True,2002,41.710,-87.636
HY212450,051XX W MADISON ST,GAME/DICE,GAS STATION,True,2015,41.880,-87.753
HL240878,018XX S LOOMIS ST,GAME/DICE,ALLEY,True,2005,41.857,-87.661
HV236528,048XX W AUGUSTA BLVD,GAME/DICE,ALLEY,True,2012,41.899,-87.747
HH640514,069XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2002,41.768,-87.663
HL780947,031XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.968,-87.707
HT465926,052XX S WOOD ST,GAME/DICE,ALLEY,True,2011,41.799,-87.670
HP287698,017XX E 67TH ST,GAME/DICE,PARK PROPERTY,True,2008,41.773,-87.583
HV322107,039XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2012,41.890,-87.725
HN428185,056XX S THROOP ST,GAME/DICE,SIDEWALK,True,2007,41.791,-87.657
HK536130,020XX W WEBSTER AVE,OTHER,TAVERN/LIQUOR STORE,True,2004,41.921,-87.679
HS550728,039XX W ARTHINGTON ST,GAME/DICE,SIDEWALK,True,2010,41.870,-87.724
HR250341,009XX E 44TH ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2009,41.815,-87.603
HP575531,049XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2008,41.894,-87.749
HR366468,001XX W 112TH ST,GAME/DICE,ALLEY,True,2009,41.691,-87.627
HY403285,014XX S HOMAN AVE,GAME/DICE,SIDEWALK,True,2015,41.862,-87.710
HN428317,062XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2007,41.781,-87.651
HM460926,062XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,ALLEY,True,2006,41.782,-87.616
HM494850,051XX S HERMITAGE AVE,GAME/DICE,STREET,True,2006,41.800,-87.668
HM711615,053XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2006,41.797,-87.667
HR317469,053XX W ADAMS ST,GAME/DICE,ALLEY,True,2009,41.878,-87.758
HV458496,056XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2012,41.791,-87.661
G223420,079XX S ARTESIAN AV,GAME/DICE,STREET,True,2001,41.749,-87.684
G156844,007XX N WALLER AV,GAME/DICE,SIDEWALK,True,2001,41.894,-87.768
HR206837,014XX S TRIPP AVE,GAME/DICE,SIDEWALK,True,2009,41.862,-87.731
HJ775177,039XX W FLOURNOY ST,GAME/DICE,SIDEWALK,True,2003,41.873,-87.724
HX367903,040XX W WEST END AVE,GAME/DICE,SIDEWALK,True,2014,41.883,-87.727
HL296634,057XX S HOYNE AVE,GAME/DICE,SIDEWALK,True,2005,41.790,-87.677
HZ365884,063XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2016,41.779,-87.665
HH542280,020XX S MICHIGAN AVE,GAME/DICE,SIDEWALK,True,2002,41.855,-87.624
HV491731,031XX W 15TH ST,GAME/DICE,SIDEWALK,True,2012,41.861,-87.704
HY334552,003XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2015,41.886,-87.757
HS406128,033XX W VAN BUREN ST,GAME/DICE,SIDEWALK,True,2010,41.875,-87.709
HN307354,078XX S YATES BLVD,GAME/DICE,SIDEWALK,True,2007,41.753,-87.566
HZ157484,047XX W VAN BUREN ST,GAME/DICE,SIDEWALK,True,2016,41.875,-87.743
HK375389,051XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2004,41.802,-87.616
HM518115,022XX S WENTWORTH AVE,OTHER,COMMERCIAL / BUSINESS OFFICE,True,2006,41.852,-87.632
HL366520,036XX N NORDICA AVE,BOLITA OR BOLI PUL/RUNNER,RESIDENCE,True,2005,41.946,-87.803
HM519921,008XX E 65TH ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.777,-87.604
HY355592,075XX N RIDGE BLVD,GAME/DICE,ALLEY,True,2015,42.019,-87.685
HL786884,013XX S INDEPENDENCE BLVD,GAME/DICE,SIDEWALK,True,2005,41.864,-87.719
HP540932,062XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2008,41.780,-87.686
HP290758,059XX W AUGUSTA BLVD,GAME/DICE,ALLEY,True,2008,41.898,-87.775
HP502724,040XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2008,41.879,-87.727
HV205347,068XX S CHAMPLAIN AVE,GAME/DICE,SIDEWALK,True,2012,41.771,-87.609
HK771714,063XX S CHAMPLAIN AVE,GAME/DICE,STREET,True,2004,41.780,-87.610
HL176064,064XX S EBERHART AVE,OTHER,SIDEWALK,True,2005,41.777,-87.613
HV241619,048XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2012,41.882,-87.746
HN103385,013XX W 13TH ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.865,-87.660
HH637226,030XX W NORTH AVE,GAME/DICE,STREET,True,2002,41.910,-87.703
HR293845,081XX S DREXEL AVE,OTHER,RESIDENTIAL YARD (FRONT/BACK),True,2009,41.747,-87.603
HK516186,064XX W 63RD ST,OTHER,STREET,True,2004,41.778,-87.782
HW225255,058XX S MICHIGAN AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2013,41.788,-87.622
HN230458,001XX N LEAVITT ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.884,-87.682
HY398827,009XX E 79TH ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2015,41.751,-87.601
HP498699,048XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2008,41.877,-87.746
HW277739,102XX S MICHIGAN AVE,GAME/DICE,SIDEWALK,True,2013,41.708,-87.620
HK347303,056XX S ABERDEEN ST,GAME/DICE,OTHER,True,2004,41.792,-87.652
HP625161,069XX S DORCHESTER AVE,GAME/DICE,SIDEWALK,True,2008,41.768,-87.591
HH254448,016XX S AVERS AV,GAME/DICE,SIDEWALK,True,2002,41.858,-87.721
HN779847,079XX S PULASKI RD,OTHER,STREET,True,2007,41.749,-87.722
HN398782,014XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2007,41.907,-87.757
HS254118,016XX W HOWARD ST,GAME/DICE,PARK PROPERTY,True,2010,42.019,-87.671
G599817,002XX W CERMAK RD,GAME/AMUSEMENT DEVICE,SMALL RETAIL STORE,True,2001,41.853,-87.633
HJ631899,100XX S BENSLEY AVE,GAME/DICE,ALLEY,True,2003,41.713,-87.563
HN520870,049XX W CORTEZ ST,GAME/DICE,SIDEWALK,True,2007,41.900,-87.749
HV421353,073XX S ABERDEEN ST,GAME/DICE,SIDEWALK,True,2012,41.761,-87.652
HL644751,040XX W ARTHINGTON ST,GAME/DICE,SIDEWALK,True,2005,41.870,-87.726
HP425881,067XX S PARNELL AVE,GAME/DICE,SIDEWALK,True,2008,41.772,-87.639
HT343934,065XX S SACRAMENTO AVE,GAME/DICE,STREET,True,2011,41.775,-87.698
HJ819153,105XX S MICHIGAN AVE,GAME/DICE,SIDEWALK,True,2003,41.703,-87.621
HL116565,048XX W DIVERSEY AVE,GAME/AMUSEMENT DEVICE,CONVENIENCE STORE,True,2005,41.932,-87.747
HW392108,017XX N MC VICKER AVE,GAME/DICE,SIDEWALK,True,2013,41.912,-87.777
HY195964,039XX W CERMAK RD,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2015,41.852,-87.724
HL575933,077XX S HERMITAGE AVE,GAME/DICE,STREET,True,2005,41.753,-87.667
HH478642,025XX W FLOURNOY ST,GAME/DICE,STREET,True,2002,41.873,-87.690
HM438159,119XX S WALLACE ST,GAME/DICE,SIDEWALK,True,2006,41.677,-87.637
HR406212,008XX W SHERIDAN RD,GAME/DICE,PARK PROPERTY,True,2009,41.953,-87.650
HT213383,100XX S LUELLA AVE,GAME/DICE,PARK PROPERTY,True,2011,41.713,-87.568
HV447119,054XX W DIVISION ST,GAME/DICE,PARK PROPERTY,True,2012,41.902,-87.762
HZ235237,041XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2016,41.866,-87.729
HZ370222,038XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2016,41.878,-87.722
HK574339,078XX S YATES BLVD,GAME/DICE,ABANDONED BUILDING,True,2004,41.753,-87.566
HR451355,051XX S JUSTINE ST,GAME/DICE,STREET,True,2009,41.801,-87.664
HM642766,009XX N HARDING AVE,GAME/DICE,SIDEWALK,True,2006,41.898,-87.725
HP273673,042XX W 13TH ST,BOOKMAKING/HORSES,SIDEWALK,True,2008,41.864,-87.730
HP209901,051XX W CHICAGO AVE,GAME/DICE,SIDEWALK,True,2008,41.895,-87.754
HN388577,003XX E GARFIELD BLVD,GAME/DICE,STREET,True,2007,41.794,-87.618
HY295345,012XX S CALIFORNIA BLVD,GAME/DICE,PARK PROPERTY,True,2015,41.866,-87.696
HR579737,069XX S WABASH AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.768,-87.623
HH396324,049XX W ERIE ST,GAME/DICE,SIDEWALK,True,2002,41.892,-87.749
HK374874,036XX W OHIO ST,GAME/DICE,SIDEWALK,True,2004,41.892,-87.718
HP523357,016XX S HAMLIN AVE,GAME/DICE,SIDEWALK,False,2008,41.858,-87.720
HM273427,028XX W ROOSEVELT RD,GAME/DICE,STREET,True,2006,41.866,-87.698
HT243789,061XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2011,41.783,-87.614
HY251225,019XX S HARDING AVE,GAME/DICE,SIDEWALK,True,2015,41.854,-87.724
HM494555,024XX S STATE ST,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2006,41.848,-87.627
HH242782,042XX W AUGUSTA BV,GAME/DICE,SIDEWALK,True,2002,41.899,-87.732
G099484,043XX N ELSTON AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2001,41.960,-87.728
HL501617,023XX S STATE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2005,41.850,-87.627
HR528503,049XX N MARINE DR,GAME/DICE,PARK PROPERTY,True,2009,41.972,-87.650
HL650521,052XX S BISHOP ST,GAME/DICE,STREET,True,2005,41.799,-87.661
HV417081,047XX W HURON ST,GAME/DICE,SIDEWALK,True,2012,41.893,-87.744
HJ564672,031XX W NORTH AVE,GAME/DICE,PARK PROPERTY,True,2003,41.910,-87.705
HX306558,043XX W CONGRESS PKWY,GAME/DICE,SIDEWALK,True,2014,41.874,-87.734
HP418071,005XX N LEAMINGTON AVE,GAME/DICE,ALLEY,True,2008,41.890,-87.754
HS589678,047XX S ELLIS AVE,GAME/DICE,OTHER,True,2010,41.809,-87.602
HN544756,105XX S WABASH AVE,GAME/DICE,SIDEWALK,True,2007,41.703,-87.622
HV365441,001XX N CALIFORNIA AVE,OTHER,SIDEWALK,True,2012,41.883,-87.696
HR528516,065XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2009,41.775,-87.663
HN314994,053XX S COTTAGE GROVE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.798,-87.606
HP256213,078XX S MORGAN ST,GAME/CARDS,STREET,True,2008,41.751,-87.649
HL685250,004XX S CENTRAL AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.874,-87.765
HM588181,028XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2006,41.866,-87.698
HP625145,012XX S KOLIN AVE,GAME/DICE,SIDEWALK,True,2008,41.865,-87.734
HL667350,035XX W DOUGLAS BLVD,GAME/DICE,SIDEWALK,True,2005,41.863,-87.714
HV482417,010XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2012,41.900,-87.754
HN553784,016XX S DRAKE AVE,GAME/CARDS,STREET,True,2007,41.858,-87.714
HY117963,032XX W BRYN MAWR AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2015,41.983,-87.709
HV484706,014XX N LOTUS AVE,GAME/DICE,SIDEWALK,True,2012,41.906,-87.762
HW456021,029XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2013,41.877,-87.700
HS457817,069XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2010,41.768,-87.655
HJ688333,040XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2003,41.876,-87.727
HJ398334,027XX W 47TH ST,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.808,-87.694
HH723507,029XX W BELMONT AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.939,-87.702
HS441191,084XX S KERFOOT AVE,GAME/DICE,SIDEWALK,True,2010,41.741,-87.640
HT294734,049XX W RACE AVE,GAME/DICE,SIDEWALK,True,2011,41.890,-87.749
HL639309,068XX S ARTESIAN AVE,GAME/DICE,STREET,True,2005,41.769,-87.685
HY401195,078XX S AVALON AVE,GAME/DICE,ALLEY,True,2015,41.752,-87.594
HV409093,048XX W MONROE ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2012,41.879,-87.746
HK408976,050XX S ARCHER AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.801,-87.725
HY176466,101XX S WINSTON AVE,GAME/DICE,STREET,True,2015,41.710,-87.656
HR453505,013XX N MASON AVE,GAME/DICE,SIDEWALK,True,2009,41.904,-87.774
HH540069,007XX S KARLOV AVE,GAME/DICE,SIDEWALK,True,2002,41.872,-87.728
HY489516,061XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2015,41.782,-87.651
HP536058,016XX N LUNA AVE,GAME/DICE,SIDEWALK,True,2008,41.910,-87.764
HZ432940,094XX S PERRY AVE,GAME/DICE,SIDEWALK,True,2016,41.723,-87.626
HN709002,049XX W OHIO ST,GAME/DICE,SIDEWALK,True,2007,41.891,-87.749
HV271004,038XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2012,41.866,-87.722
HH313795,064XX S LANGLEY AVE,ILLEGAL ILL LOTTERY,STREET,True,2002,41.778,-87.608
HS417494,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2010,41.881,-87.756
HP500409,078XX S ST LAWRENCE AVE,GAME/DICE,ALLEY,True,2008,41.752,-87.610
HL530622,071XX S RIDGELAND AVE,OTHER,SIDEWALK,True,2005,41.765,-87.582
HH437453,013XX E 62ND ST,GAME/DICE,SIDEWALK,True,2002,41.782,-87.594
HL602402,003XX N PINE AVE,GAME/DICE,SIDEWALK,True,2005,41.886,-87.763
HJ296677,054XX W QUINCY ST,GAME/DICE,SIDEWALK,True,2003,41.877,-87.761
HN544137,056XX S THROOP ST,GAME/DICE,SIDEWALK,True,2007,41.791,-87.657
HJ259024,050XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2003,41.803,-87.621
HM398133,094XX S BURNSIDE AVE,GAME/DICE,SIDEWALK,True,2006,41.723,-87.606
HT526524,013XX S HOMAN AVE,GAME/DICE,SIDEWALK,True,2011,41.864,-87.710
G202917,002XX E 49 ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2001,41.806,-87.620
HL404730,048XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2005,41.877,-87.746
HK341396,029XX E 80TH PL,GAME/DICE,SIDEWALK,True,2004,41.749,-87.552
HN243380,018XX W 79TH ST,ILLEGAL ILL LOTTERY,STREET,True,2007,41.750,-87.669
HJ483167,010XX N KEDVALE AVE,OTHER,SIDEWALK,True,2003,41.900,-87.730
HX260638,018XX W MONTVALE AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2014,41.689,-87.669
HV203835,057XX S LOWE AVE,GAME/DICE,SIDEWALK,True,2012,41.790,-87.641
G748657,052XX S DREXEL AV,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.800,-87.604
HK551149,075XX S RHODES AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2004,41.758,-87.611
HR427451,013XX N HUDSON AVE,GAME/DICE,SIDEWALK,True,2009,41.907,-87.640
HP261721,012XX N LARRABEE ST,OTHER,CHA PARKING LOT/GROUNDS,True,2008,41.904,-87.643
HP475718,051XX W MADISON ST,GAME/DICE,GAS STATION,True,2008,41.880,-87.753
HP448738,001XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2008,41.884,-87.758
HM796925,081XX S MUSKEGON AVE,GAME/DICE,SIDEWALK,True,2006,41.748,-87.555
HJ389742,006XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2003,41.893,-87.753
HJ723201,038XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2003,41.876,-87.722
HL567595,061XX S ST LAWRENCE AVE,GAME/DICE,RESIDENCE,True,2005,41.783,-87.611
HN470586,035XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2007,41.867,-87.714
HM626844,001XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2006,41.884,-87.754
HR237402,124XX S PARNELL AVE,GAME/DICE,STREET,True,2009,41.668,-87.636
HW387496,064XX S MINERVA AVE,GAME/DICE,SIDEWALK,True,2013,41.778,-87.597
HT365636,029XX W HARRISON ST,GAME/DICE,STREET,True,2011,41.874,-87.699
HV122775,043XX W 47TH ST,BOOKMAKING/SPORTS,TAVERN/LIQUOR STORE,True,2012,41.808,-87.732
HM633084,033XX W FOSTER AVE,GAME/DICE,OTHER,True,2006,41.976,-87.713
HP515144,053XX S MAY ST,GAME/DICE,SIDEWALK,True,2008,41.797,-87.654
HV406287,009XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2012,41.898,-87.721
HK764831,063XX S KARLOV AVE,LOTTERY/OTHER,STREET,True,2004,41.779,-87.725
HK476550,0000X N LAVERGNE AVE,OTHER,PARKING LOT/GARAGE(NON.RESID.),True,2004,41.881,-87.750
HX262613,049XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2014,41.894,-87.750
HN657617,033XX W CHICAGO AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.896,-87.711
HR188447,065XX S CLAREMONT AVE,GAME/DICE,SIDEWALK,True,2009,41.775,-87.682
HM302398,065XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2006,41.775,-87.686
HT256987,061XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,SIDEWALK,True,2011,41.783,-87.616
HL674665,038XX W ARTHINGTON ST,BOOKMAKING/SPORTS,STREET,True,2005,41.870,-87.722
HP361664,048XX W FULTON ST,GAME/DICE,SIDEWALK,True,2008,41.886,-87.747
HT479617,049XX W WALTON ST,GAME/DICE,SIDEWALK,True,2011,41.898,-87.749
G285052,046XX W MAYPOLE AV,GAME/DICE,SIDEWALK,True,2001,41.885,-87.742
HV433190,067XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2012,41.772,-87.584
HS351462,048XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2010,41.884,-87.746
HJ277236,063XX S STONY ISLAND AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2003,41.780,-87.586
HK746794,022XX S KOLIN AVE,GAME/DICE,SIDEWALK,True,2004,41.851,-87.732
HL653033,001XX N KARLOV AVE,GAME/DICE,SIDEWALK,True,2005,41.883,-87.728
HH685357,013XX W 98TH ST,GAME/DICE,RESIDENCE,True,2002,41.716,-87.656
HZ333861,041XX W MADISON ST,GAME/DICE,SIDEWALK,True,2016,41.881,-87.729
HY250787,055XX S THROOP ST,GAME/DICE,SIDEWALK,True,2015,41.793,-87.657
HJ609908,060XX S RHODES AVE,OTHER,STREET,True,2003,41.785,-87.612
HJ482800,070XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2003,41.766,-87.666
HJ613411,061XX S WHIPPLE ST,GAME/DICE,STREET,True,2003,41.782,-87.700
HJ167610,075XX S STEWART AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.758,-87.634
HH332150,011XX S MOZART ST,GAME/DICE,SIDEWALK,True,2002,41.867,-87.697
HH694029,059XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,OTHER,True,2002,41.968,-87.776
HN147045,041XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2007,41.878,-87.729
HM565628,073XX S MAY ST,GAME/DICE,SIDEWALK,True,2006,41.761,-87.653
HJ514444,066XX S DAMEN AVE,GAME/DICE,STREET,True,2003,41.773,-87.674
HM679202,074XX S RACINE AVE,GAME/DICE,STREET,True,2006,41.759,-87.654
G577755,103XX S ELIZABETH ST,GAME/DICE,STREET,True,2001,41.707,-87.654
HL508075,016XX W JONQUIL TER,GAME/DICE,SIDEWALK,True,2005,42.021,-87.671
HM766548,103XX S VERNON AVE,GAME/DICE,ALLEY,True,2006,41.707,-87.613
HP379396,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2008,41.879,-87.746
HS414690,034XX W OHIO ST,GAME/DICE,SIDEWALK,True,2010,41.892,-87.713
HN386787,079XX S MARSHFIELD AVE,GAME/DICE,STREET,True,2007,41.749,-87.665
HH578673,017XX E 71ST PL,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2002,41.765,-87.582
G204654,015XX S KEDZIE AV,GAME/DICE,SIDEWALK,True,2001,41.861,-87.706
HR330642,003XX S KILPATRICK AVE,GAME/DICE,STREET,True,2009,41.877,-87.743
HV432404,066XX S ST LAWRENCE AVE,GAME/DICE,SIDEWALK,True,2012,41.774,-87.611
HM437013,053XX S JUSTINE ST,GAME/DICE,ALLEY,True,2006,41.797,-87.663
HN564603,053XX W MADISON ST,GAME/DICE,SIDEWALK,True,2007,41.880,-87.759
HN529584,037XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.827,-87.617
G698880,074XX S DORCHESTER AV,GAME/DICE,STREET,True,2001,41.759,-87.591
HH851186,031XX W DOUGLAS BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2002,41.863,-87.704
HR573969,079XX S BRANDON AVE,GAME/DICE,SIDEWALK,True,2009,41.751,-87.547
HN554120,047XX S GREENWOOD AVE,GAME/DICE,SIDEWALK,True,2007,41.809,-87.599
G408515,035XX W CERMAK RD,GAME/DICE,SIDEWALK,True,2001,41.852,-87.714
HP295165,068XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2008,41.770,-87.666
HX366715,052XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2014,41.878,-87.756
HK169708,043XX N ELSTON AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2004,41.960,-87.728
HT397093,054XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2011,41.795,-87.667
HP569721,079XX S PAULINA ST,GAME/DICE,APARTMENT,True,2008,41.750,-87.666
HK541784,080XX S EMERALD AVE,GAME/DICE,STREET,True,2004,41.748,-87.643
HR297990,016XX N MONITOR AVE,GAME/DICE,SIDEWALK,True,2009,41.910,-87.771
HK507126,036XX S STATE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.828,-87.626
G588705,010XX N LAWLER AV,GAME/DICE,SIDEWALK,True,2001,41.900,-87.752
HJ563031,078XX S BENNETT AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.752,-87.578
HH373009,054XX S PULASKI RD,WIREROOM/SPORTS,STREET,True,2002,41.794,-87.723
HW221309,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2013,41.884,-87.749
HW158949,052XX W QUINCY ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2013,41.878,-87.756
HR483896,043XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2009,41.878,-87.734
HK439453,085XX S ESCANABA AVE,GAME/DICE,SIDEWALK,True,2004,41.740,-87.554
HK507777,070XX N GLENWOOD AVE,GAME/DICE,STREET,True,2004,42.010,-87.666
HM608515,066XX S EVANS AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.774,-87.607
HT475547,013XX S SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2011,41.863,-87.723
HP346128,009XX W 73RD ST,GAME/DICE,SIDEWALK,True,2008,41.761,-87.648
HS467785,049XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2010,41.879,-87.748
HL279061,001XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2005,41.883,-87.758
HW291905,012XX S INDEPENDENCE BLVD,GAME/DICE,SIDEWALK,True,2013,41.866,-87.720
HP509191,049XX W AUGUSTA BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.899,-87.749
HR514335,052XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2009,41.889,-87.757
HN519248,010XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2007,41.900,-87.719
HS238762,011XX N MONTICELLO AVE,GAME/DICE,SIDEWALK,True,2010,41.902,-87.718
HL487073,059XX S MORGAN ST,GAME/DICE,SIDEWALK,True,2005,41.786,-87.650
HL732962,063XX S ROCKWELL ST,OTHER,STREET,True,2005,41.778,-87.689
HJ398827,054XX W FULTON ST,GAME/DICE,SIDEWALK,True,2003,41.886,-87.761
HY438470,066XX S OAKLEY AVE,GAME/DICE,SIDEWALK,True,2015,41.773,-87.681
G762557,062XX N WESTERN AV,GAME/CARDS,RESTAURANT,True,2001,41.995,-87.690
HV242126,070XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2012,41.766,-87.651
HM414461,080XX S STEWART AVE,GAME/DICE,STREET,True,2006,41.748,-87.634
HT547547,033XX W IOWA ST,GAME/DICE,STREET,True,2011,41.897,-87.711
HK651635,015XX N LOREL AVE,GAME/DICE,SIDEWALK,True,2004,41.908,-87.760
HK143338,048XX N MEADE AVE,WIREROOM/HORSES,RESIDENCE,True,2004,41.969,-87.781
HR383648,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2009,41.884,-87.749
HN128423,018XX W 79TH ST,ILLEGAL ILL LOTTERY,STREET,True,2007,41.750,-87.669
HW283227,032XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2013,41.883,-87.707
HH537651,122XX S PARNELL AVE,GAME/DICE,SIDEWALK,True,2002,41.672,-87.636
HT310258,020XX W 68TH ST,GAME/DICE,SIDEWALK,True,2011,41.770,-87.675
HN520950,050XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2007,41.894,-87.751
HZ249715,007XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2016,41.894,-87.757
HH558343,057XX S SEELEY AVE,GAME/DICE,SIDEWALK,True,2002,41.790,-87.675
G317380,014XX W LUNT AV,GAME/DICE,STREET,True,2001,42.009,-87.667
HN521881,060XX S EBERHART AVE,GAME/DICE,VACANT LOT/LAND,True,2007,41.785,-87.613
HS472918,054XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2010,41.795,-87.662
HW122750,031XX W WALNUT ST,GAME/DICE,SIDEWALK,True,2013,41.885,-87.705
HP738482,020XX W 23RD ST,GAME/CARDS,ALLEY,True,2008,41.850,-87.678
HP294194,039XX W THOMAS ST,GAME/DICE,SIDEWALK,True,2008,41.901,-87.724
HN727798,053XX W FERDINAND ST,GAME/DICE,VACANT LOT/LAND,True,2007,41.889,-87.759
HV311139,059XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2012,41.786,-87.651
HX303636,015XX S KOMENSKY AVE,OTHER,SIDEWALK,True,2014,41.860,-87.726
HM454594,001XX S LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2006,41.879,-87.749
HN504778,015XX N ROCKWELL ST,GAME/DICE,ALLEY,True,2007,41.909,-87.692
HP410247,040XX S PRAIRIE AVE,GAME/DICE,ALLEY,True,2008,41.821,-87.620
