,Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
910,BS,Basel,de,172258,7222.557652,16.83463177,64.06785171,19.09751652,86350,23.85,86.52155714,3.850983675,3.641691084,5.985768104,2611300,1267600,266
911,BS,Bettingen,de,1169,524.2152466,19.41830624,55.94525235,24.6364414,467,2.23,19.54545455,34.54545455,45.90909091,0.0,2617100,1268900,450
912,BS,Riehen,de,21339,1963.109476,20.42738648,53.65762219,25.91499133,9614,10.87,47.56657484,25.43617998,24.88521579,2.112029385,2615300,1269500,286
