,Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
1186,GR,Silvaplana,de,1111,24.81572482,13.14131413,61.20612061,25.65256526,627,44.77,2.14573089,17.92579347,14.5507376,65.37773804,2781000,1148100,2434
1187,GR,Zuoz,de,1186,18.02705578,22.34401349,56.5767285,21.07925801,544,65.79,1.93509066,46.44217583,9.599268627,42.02346488,2793100,1164300,2515
1188,GR,Bregaglia,it,1544,6.140385763,16.51554404,56.80051813,26.68393782,723,251.45,0.867316491,14.09986075,21.62721305,63.40560971,2765600,1134700,2311
1189,GR,Buseno,it,87,7.802690583,9.195402299,58.62068966,32.18390805,45,11.15,1.955555556,4.888888889,83.73333333,9.422222222,2728600,1125900,1217
1190,GR,Castaneda,it,275,69.44444444,14.18181818,53.45454545,32.36363636,132,3.96,4.568527919,4.060913706,81.21827411,10.15228426,2731300,1124200,786
1191,GR,Rossa,it,148,2.513160129,8.783783784,60.13513514,31.08108108,72,58.89,0.559986425,7.110130664,46.10554896,46.22433396,2729800,1136200,1911
1192,GR,Santa Maria in Calanca,it,109,11.70784103,9.174311927,60.55045872,30.27522936,64,9.31,1.502145923,3.969957082,74.57081545,19.95708155,2731500,1125000,1375
1193,GR,Lostallo,it,792,15.57215887,17.2979798,60.35353535,22.34848485,352,50.86,2.298624754,7.328094303,59.60707269,30.76620825,2735300,1130600,1559
1194,GR,Mesocco,it,1347,8.175031863,15.0705271,59.98515219,24.94432071,626,164.77,1.353566009,18.63429439,21.76631259,58.24582701,2738000,1139500,2195
1195,GR,Soazza,it,319,6.872037915,11.59874608,55.79937304,32.60188088,151,46.42,1.142980375,7.181367263,56.80396808,34.87168428,2737300,1136600,1744
1196,GR,Cama,it,560,37.33333333,17.32142857,62.67857143,20.0,252,15.0,3.122923588,5.11627907,60.13289037,31.62790698,2733700,1125800,1417
1197,GR,Grono,it,1378,37.12284483,16.76342525,62.26415094,20.9724238,625,37.13,2.856372945,8.326596605,61.49285907,27.32417138,2731900,1123300,1420
1198,GR,Roveredo (GR),it,2520,64.94845361,19.16666667,61.42857143,19.4047619,1118,38.79,3.662625742,7.634769151,75.80603559,12.89656951,2730700,1122200,1381
1199,GR,San Vittore,it,832,37.71532185,13.94230769,67.66826923,18.38942308,380,22.06,3.812982297,15.88742624,67.27190195,13.02768951,2728800,1122100,1215
1200,GR,Calanca,it,199,5.275715801,9.547738694,56.28140704,34.17085427,103,37.72,1.99097425,10.16724184,57.57897531,30.2628086,2729000,1129300,1727
1201,GR,Val Müstair,rm,1460,7.349979863,14.04109589,56.02739726,29.93150685,658,198.64,1.027190332,26.88821752,26.48539778,45.59919436,2828800,1165700,2321
1202,GR,Davos,de,10899,38.37676056,17.42361685,62.42774566,20.14863749,5309,284.0,2.253600479,34.98362618,22.21557097,40.54720237,2782200,1185700,2203
1203,GR,Fideris,de,608,23.97476341,18.25657895,59.70394737,22.03947368,264,25.36,3.118831425,58.70509278,28.74062377,9.435452033,2775500,1198600,1787
1204,GR,Furna,de,221,6.632653061,28.05429864,49.77375566,22.1719457,76,33.32,1.112781955,50.43609023,39.15789474,9.293233083,2770500,1200900,1665
1205,GR,Jenaz,de,1146,44.23002702,19.98254799,56.19546248,23.82198953,500,25.91,2.967244701,44.6628131,40.34682081,12.02312139,2773400,1200100,1481
1206,GR,Klosters-Serneus,de,4451,20.25022748,15.92900472,57.11076163,26.96023366,2148,219.8,1.578061758,24.72599936,19.52339806,54.17254082,2786000,1194500,2177
1207,GR,Conters im Prättigau,de,226,12.2826087,22.56637168,58.40707965,19.02654867,94,18.4,0.97826087,46.0326087,45.05434783,7.934782609,2779800,1197300,1709
1208,GR,Küblis,de,853,104.7911548,18.75732708,61.43024619,19.81242673,395,8.14,4.551045511,43.91143911,43.66543665,7.872078721,2778000,1198600,1365
1209,GR,Luzein,de,1582,18.86027659,20.8596713,55.87863464,23.26169406,662,83.88,1.908852303,47.06513958,24.95824386,26.06776426,2777200,1199200,1802
1210,GR,Chur,de,35897,1006.081839,16.11555283,62.79076246,21.09368471,17770,35.68,21.70129141,19.87647389,54.54800674,3.874227962,2759300,1191000,816
1211,GR,Churwalden,de,1949,40.16072532,16.36736788,63.87891226,19.75371986,917,48.53,3.705991353,43.79246448,39.65410747,12.84743669,2760600,1183300,1627
1212,GR,Arosa,de,3131,20.22740487,13.54199936,63.43021399,23.02778665,1643,154.79,2.119958635,46.08324716,28.53541882,23.26137539,2770800,1183200,1988
1213,GR,Tschiertschen-Praden,de,305,10.99495314,17.37704918,56.72131148,25.90163934,149,27.74,1.330935252,46.72661871,33.30935252,18.63309353,2765500,1187400,1926
1214,GR,Haldenstein,de,1033,55.65732759,20.6195547,63.69796709,15.68247822,442,18.56,1.995685005,26.4832794,54.9622438,16.5587918,2759100,1194100,1395
1215,GR,Trimmis,de,3304,77.07021227,21.51937046,61.62227603,16.85835351,1380,42.87,3.661380597,32.71921642,45.3358209,18.28358209,2762000,1196300,1474
1216,GR,Untervaz,de,2521,90.94516595,22.80840936,61.36453788,15.82705276,1047,27.72,5.958829903,39.18382087,45.5399061,9.31744312,2759600,1199600,1223
1217,GR,Zizers,de,3434,311.8982743,20.64647641,60.59988352,18.75364007,1476,11.01,14.59854015,39.05109489,38.04744526,8.302919708,2761800,1200400,589
1218,GR,Fläsch,de,799,40.07021063,17.89737171,64.70588235,17.39674593,370,19.94,2.506265664,34.63659148,42.75689223,20.10025063,2757700,1210400,787
1219,GR,Jenins,de,886,84.06072106,18.73589165,64.10835214,17.15575621,373,10.54,4.095238095,42.66666667,41.33333333,11.9047619,2761000,1207800,1212
1220,GR,Maienfeld,de,2945,91.09186514,18.84550085,61.66383701,19.49066214,1321,32.33,5.77695397,43.09545876,31.94315724,19.18443003,2759100,1208400,1307
1221,GR,Malans,de,2379,208.6842105,20.55485498,60.90794451,18.5372005,1002,11.4,7.029876977,40.33391916,43.76098418,8.875219684,2762700,1205700,710
1222,GR,Landquart,de,8889,471.3149523,19.68725391,61.99797503,18.31477107,3848,18.86,15.06342495,34.67230444,45.50739958,4.756871036,2761300,1203600,635
1223,GR,Grüsch,de,2076,47.94457275,20.03853565,60.54913295,19.41233141,884,43.3,2.888170056,42.74491682,45.44824399,8.918669131,2768000,1205700,1273
1224,GR,Schiers,de,2679,43.44794032,20.64203061,61.29152669,18.0664427,1164,61.66,2.397926118,36.03370058,45.46338302,16.10499028,2771300,1204500,1426
1225,GR,Seewis im Prättigau,de,1342,27.04009672,20.11922504,60.28315946,19.5976155,558,49.63,1.875,41.00806452,35.04032258,22.0766129,2767200,1206600,1684
1226,GR,Breil/Brigels,rm,1757,18.19217229,18.83892999,56.80136596,24.35970404,756,96.58,2.30896666,36.64319735,24.33215987,36.71567612,2722900,1179700,1928
1227,GR,Disentis/Mustér,rm,2080,22.85965491,17.16346154,56.58653846,26.25,918,90.99,1.5815486,20.38440417,24.84349259,53.19055464,2708100,1173400,2094
1228,GR,Medel (Lucmagn),rm,362,2.657465864,10.49723757,64.91712707,24.58563536,149,136.22,0.550579944,18.25723095,16.64953751,64.54265159,2708700,1170100,2269
1229,GR,Sumvitg,rm,1158,11.36631331,15.45768566,56.04490501,28.49740933,494,101.88,1.119402985,22.72191673,29.33032207,46.82835821,2714700,1176300,1983
1230,GR,Tujetsch,rm,1238,9.245015309,16.07431341,56.21970921,27.70597738,589,133.91,1.411290323,24.95519713,12.66427718,60.96923536,2701600,1170800,2252
1231,GR,Trun,rm,1170,22.5433526,16.06837607,57.86324786,26.06837607,515,51.9,1.966075559,24.03623747,34.88820355,39.10948342,2718300,1178000,1791
1232,GR,Obersaxen Mundaun,de,1188,16.88459352,16.91919192,57.996633,25.08417508,535,70.36,2.375195563,53.40634334,24.87555113,19.34290997,2727000,1178500,1843
