,Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
857,SO,Hüniken,de,148,145.0980392,25.67567568,55.40540541,18.91891892,59,1.02,6.930693069,78.21782178,14.85148515,0.0,2614900,1226000,478
858,SO,Kriegstetten,de,1293,1134.210526,18.25212684,61.02088167,20.72699149,560,1.14,45.53571429,46.42857143,8.035714286,0.0,2612000,1225000,452
859,SO,Lohn-Ammannsegg,de,2814,628.125,18.55010661,59.55934613,21.89054726,1207,4.48,22.34513274,47.78761062,29.42477876,0.442477876,2606500,1224300,507
860,SO,Luterbach,de,3480,769.9115044,18.53448276,59.88505747,21.58045977,1596,4.52,34.28571429,35.82417582,26.15384615,3.736263736,2611200,1229400,429
861,SO,Obergerlafingen,de,1176,778.807947,18.79251701,60.6292517,20.57823129,513,1.51,32.0,48.0,20.0,0.0,2611100,1223500,459
862,SO,Oekingen,de,839,351.0460251,23.48033373,59.11799762,17.40166865,348,2.39,13.38912134,61.50627615,25.10460251,0.0,2612600,1225400,452
863,SO,Recherswil,de,2009,597.9166667,17.81981085,62.31956197,19.86062718,865,3.36,21.25748503,55.38922156,22.45508982,0.898203593,2611900,1223400,460
864,SO,Subingen,de,3203,510.8452951,19.88760537,63.72151108,16.39088355,1360,6.27,20.3525641,48.55769231,30.12820513,0.961538462,2613500,1227300,453
865,SO,Zuchwil,de,8962,1935.637149,18.87971435,62.82079893,18.29948672,4248,4.63,52.78969957,24.89270386,18.45493562,3.862660944,2608300,1227900,432
866,SO,Drei Höfe,de,746,163.238512,18.90080429,64.61126005,16.48793566,311,4.57,7.658643326,57.11159737,34.57330416,0.656455142,2614900,1222900,481
867,SO,Balm bei Günsberg,de,205,37.47714808,19.02439024,61.95121951,19.02439024,82,5.47,3.10786106,32.3583181,62.34003656,2.193784278,2609100,1233600,1022
868,SO,Bellach,de,5213,985.4442344,18.49223096,58.6418569,22.86591214,2331,5.29,32.89473684,46.9924812,14.84962406,5.263157895,2604000,1229000,436
869,SO,Bettlach,de,4911,402.8712059,17.4302586,61.25025453,21.31948687,2292,12.19,13.46469622,46.46962233,37.60262726,2.463054187,2598900,1228000,603
870,SO,Feldbrunnen-St. Niklaus,de,982,391.2350598,15.37678208,58.04480652,26.57841141,453,2.51,15.2,36.8,46.4,1.6,2608900,1230000,471
871,SO,Flumenthal,de,976,313.8263666,16.9057377,63.31967213,19.77459016,446,3.11,19.80519481,49.35064935,24.67532468,6.168831169,2612200,1231700,431
872,SO,Grenchen,de,17372,667.3837879,17.56850104,60.21759153,22.21390744,7881,26.03,20.69892473,37.82642089,39.82334869,1.651305684,2596700,1226900,542
873,SO,Günsberg,de,1175,223.3840304,19.57446809,60.34042553,20.08510638,524,5.26,10.37735849,46.60377358,42.0754717,0.943396226,2610500,1234100,736
874,SO,Hubersdorf,de,747,553.3333333,22.08835341,59.57161981,18.34002677,290,1.35,15.32846715,52.55474453,31.38686131,0.729927007,2611400,1232900,494
