,Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
1572,TI,Cadempino,it,1530,2013.157895,18.82352941,64.05228758,17.12418301,621,0.76,68.83116883,3.896103896,25.97402597,1.298701299,2715900,1099100,315
1573,TI,Canobbio,it,2249,1757.03125,19.56425078,60.29346376,20.14228546,1000,1.28,55.2,5.6,36.8,2.4,2718300,1099300,380
1574,TI,Caslano,it,4356,1561.290323,19.37557392,55.28007346,25.34435262,1948,2.84,49.28571429,7.857142857,39.64285714,3.214285714,2711800,1092300,285
1575,TI,Comano,it,2035,987.8640777,22.30958231,55.38083538,22.30958231,854,2.06,34.31372549,10.78431373,54.41176471,0.490196078,2717400,1099400,525
1576,TI,Croglio,it,849,193.3940774,18.13898704,55.59481743,26.26619552,402,4.39,16.32653061,16.32653061,66.4399093,0.907029479,2708400,1094400,397
1577,TI,Cureglia,it,1385,1306.603774,19.566787,58.55595668,21.87725632,617,1.06,50.90909091,6.363636364,42.72727273,0.0,2716600,1099500,426
1578,TI,Curio,it,559,203.2727273,17.35241503,64.04293381,18.60465116,261,2.75,9.747292419,6.498194946,81.58844765,2.166064982,2710400,1095500,570
1579,TI,Grancia,it,492,806.557377,16.8699187,66.46341463,16.66666667,209,0.61,56.66666667,3.333333333,36.66666667,3.333333333,2715500,1091800,310
1580,TI,Gravesano,it,1386,1952.112676,19.40836941,59.81240981,20.77922078,596,0.71,57.57575758,15.15151515,27.27272727,0.0,2714400,1100000,360
1581,TI,Lamone,it,1741,936.0215054,18.72487076,62.72257323,18.552556,786,1.86,41.93548387,11.82795699,44.62365591,1.612903226,2715700,1100400,338
1582,TI,Lugano,it,63185,832.9158977,17.45034423,60.39724618,22.15240959,30755,75.93,18.662806,9.607791524,66.12266386,5.606738615,2717100,1095900,789
1583,TI,Magliaso,it,1620,1472.727273,17.96296296,56.35802469,25.67901235,724,1.1,70.90909091,19.09090909,7.272727273,2.727272727,2712400,1093500,283
1584,TI,Manno,it,1324,558.649789,19.86404834,59.59214502,20.54380665,544,2.37,40.33613445,22.26890756,34.87394958,2.521008403,2714600,1099200,307
1585,TI,Maroggia,it,686,692.9292929,16.18075802,60.78717201,23.03206997,346,1.0,31.63265306,4.081632653,61.2244898,3.06122449,2718800,1088200,344
1586,TI,Massagno,it,6226,8413.513514,17.4751044,60.8898169,21.6350787,3032,0.74,97.26027397,0.0,2.739726027,0.0,2716400,1096900,374
1587,TI,Melano,it,1439,315.5701754,20.15288395,62.89089646,16.9562196,640,4.57,16.63019694,4.157549234,74.39824945,4.814004376,2720100,1086500,597
1588,TI,Melide,it,1802,1085.542169,16.03773585,60.71032186,23.25194229,882,1.68,33.53658537,0.609756098,65.24390244,0.609756098,2716900,1090300,327
1589,TI,Mezzovico-Vira,it,1371,123.180593,22.61123268,61.41502553,15.97374179,554,11.13,9.344115005,10.15274034,68.3737646,12.12938005,2714400,1105400,885
1590,TI,Miglieglia,it,319,62.54901961,24.13793103,56.42633229,19.43573668,134,5.1,3.307392996,7.587548638,76.26459144,12.84046693,2709900,1098000,951
